ride_id,timestamp,hour,day_of_week,pickup_district,dropoff_district,passengers,distance_km,duration_min,fare_rub
307,2024-10-22 09:40:04,9,Tuesday,Аэропорт,Промзона,2,17.9,57,439
308,2024-02-22 09:57:36,9,Thursday,Центр,Центр,1,23.9,50,664
309,2024-08-29 09:23:24,9,Thursday,Центр,ТЦ-Мега,2,32.3,74,946
310,2024-08-01 10:58:46,10,Thursday,Вокзал,Центр,2,11.9,48,407
311,2024-09-21 08:02:25,8,Saturday,Спальный-Юг,Промзона,1,3.3,10,169
312,2024-01-05 14:23:12,14,Friday,Спальный-Север,Университет,3,10.9,43,397
313,2024-09-09 15:49:49,15,Monday,Спальный-Север,Аэропорт,1,7.6,32,313
314,2024-01-13 21:14:34,21,Saturday,Промзона,Центр,4,12.8,52,470
315,2024-06-06 19:06:13,19,Thursday,Центр,Аэропорт,3,19.0,46,513
316,2024-04-28 07:57:54,7,Sunday,Вокзал,Вокзал,2,18.7,69,532
317,2024-07-20 16:04:37,16,Saturday,Спальный-Север,Спальный-Юг,3,20.3,60,659
318,2024-07-20 19:44:53,19,Saturday,Вокзал,Спальный-Север,2,26.0,69,621
319,2024-10-26 18:06:09,18,Saturday,Вокзал,Промзона,2,4.6,14,198
320,2024-08-25 13:16:54,13,Sunday,Центр,Спальный-Север,3,5.1,11,218
321,2024-12-30 07:15:22,7,Monday,Аэропорт,Центр,4,14.5,28,373
322,2024-10-11 19:47:35,19,Friday,Аэропорт,Вокзал,1,9.5,29,348
323,2024-04-23 06:08:12,6,Tuesday,Вокзал,Спальный-Юг,1,29.0,81,793
324,2024-02-03 03:12:57,3,Saturday,Промзона,Вокзал,1,23.0,92,581
325,2024-01-26 21:10:59,21,Friday,Центр,ТЦ-Мега,4,20.5,82,591
326,2024-04-19 08:58:11,8,Friday,Спальный-Север,Спальный-Юг,4,10.3,31,301
327,2024-10-08 12:30:03,12,Tuesday,Спальный-Север,Центр,4,4.0,11,187
328,2024-07-02 18:30:34,18,Tuesday,Промзона,ТЦ-Мега,3,27.6,75,737
329,2024-06-12 08:38:14,8,Wednesday,Университет,Промзона,2,2.0,8,146
330,2024-02-21 22:15:42,22,Wednesday,Центр,Спальный-Север,4,9.2,30,343
331,2024-03-29 10:11:15,10,Friday,Центр,Промзона,2,21.1,84,668
332,2024-04-06 15:53:51,15,Saturday,Университет,Центр,1,31.0,97,762
333,2024-11-04 06:14:01,6,Monday,Спальный-Север,Аэропорт,3,18.9,34,568
334,2024-06-14 17:03:01,17,Friday,Вокзал,Промзона,1,6.0,22,224
335,2024-12-05 11:25:37,11,Thursday,Аэропорт,ТЦ-Мега,4,4.4,12,183
336,2024-03-30 17:45:35,17,Saturday,Спальный-Север,Аэропорт,4,24.6,106,801
337,2024-12-18 09:18:08,9,Wednesday,ТЦ-Мега,Центр,2,7.0,13,259
338,2024-11-09 16:14:40,16,Saturday,Вокзал,Спальный-Север,3,20.2,87,545
339,2024-03-26 22:40:56,22,Tuesday,Промзона,Университет,1,33.7,135,1000
340,2024-05-07 09:44:04,9,Tuesday,Центр,ТЦ-Мега,4,12.9,51,450
341,2024-03-26 18:56:26,18,Tuesday,Вокзал,Университет,2,17.8,50,511
342,2024-02-07 08:51:54,8,Wednesday,Вокзал,Вокзал,3,2.1,4,139
343,2024-07-11 08:10:46,8,Thursday,Промзона,Университет,1,3.6,16,210
344,2024-11-30 12:10:38,12,Saturday,Спальный-Север,Спальный-Север,4,31.3,70,647
345,2024-10-03 17:16:42,17,Thursday,Университет,Аэропорт,1,10.6,26,284
346,2024-08-06 11:05:18,11,Tuesday,Вокзал,Центр,2,29.0,101,789
347,2024-05-29 08:05:30,8,Wednesday,Университет,Спальный-Юг,1,29.7,78,730
348,2024-07-17 16:11:23,16,Wednesday,Спальный-Юг,Университет,4,31.1,87,786
349,2024-05-17 09:36:03,9,Friday,Промзона,ТЦ-Мега,2,6.1,22,223
350,2024-07-17 14:52:33,14,Wednesday,Университет,Спальный-Север,4,15.2,49,512
351,2024-07-21 09:57:54,9,Sunday,Аэропорт,Вокзал,4,25.3,80,791
352,2024-03-26 08:13:51,8,Tuesday,ТЦ-Мега,Спальный-Север,2,7.6,15,227
353,2024-05-12 19:20:58,19,Sunday,ТЦ-Мега,Промзона,3,25.7,102,635
354,2024-01-07 14:50:44,14,Sunday,ТЦ-Мега,Аэропорт,2,22.2,71,602
355,2024-10-25 15:48:06,15,Friday,Спальный-Юг,Промзона,4,32.4,108,738
356,2024-12-01 09:31:36,9,Sunday,Аэропорт,ТЦ-Мега,1,21.7,41,502
357,2024-06-18 11:44:15,11,Tuesday,Промзона,Центр,3,2.7,8,156
358,2024-06-04 19:19:17,19,Tuesday,Спальный-Север,Аэропорт,3,29.7,122,904
359,2024-08-14 22:49:52,22,Wednesday,Вокзал,Спальный-Север,4,11.9,45,405
360,2024-07-27 08:47:31,8,Saturday,Аэропорт,Вокзал,3,26.8,111,864
361,2024-07-25 17:08:49,17,Thursday,Спальный-Север,Спальный-Север,1,29.9,125,717
362,2024-08-21 09:03:58,9,Wednesday,Университет,ТЦ-Мега,1,13.3,31,371
363,2024-05-03 17:23:31,17,Friday,Промзона,Промзона,2,21.2,48,635
364,2024-05-12 19:47:53,19,Sunday,Аэропорт,Спальный-Север,2,24.4,63,613
365,2024-12-12 16:13:17,16,Thursday,Центр,Университет,2,23.2,74,727
366,2024-11-03 16:51:00,16,Sunday,Спальный-Юг,ТЦ-Мега,4,8.6,30,344
367,2024-08-23 19:16:13,19,Friday,ТЦ-Мега,Вокзал,1,16.9,61,564
368,2024-12-05 14:53:53,14,Thursday,Спальный-Юг,Вокзал,4,13.7,49,446
369,2024-05-21 06:40:20,6,Tuesday,Спальный-Юг,Спальный-Север,2,30.3,76,831
370,2024-05-03 14:57:03,14,Friday,Промзона,Аэропорт,1,28.4,113,837
371,2024-05-31 17:16:58,17,Friday,Спальный-Север,Промзона,2,15.2,43,374
372,2024-11-22 17:50:30,17,Friday,Аэропорт,Аэропорт,3,31.8,115,873
373,2024-03-06 07:47:16,7,Wednesday,Промзона,Вокзал,2,25.7,85,813
374,2024-06-06 10:26:50,10,Thursday,Университет,Вокзал,4,31.2,87,831
375,2024-11-20 06:37:37,6,Wednesday,Вокзал,ТЦ-Мега,3,33.1,66,924
376,2024-03-18 12:08:12,12,Monday,Университет,Аэропорт,3,12.7,57,480
377,2024-04-02 19:49:05,19,Tuesday,Центр,Центр,4,17.6,62,466
378,2024-03-27 09:36:48,9,Wednesday,Аэропорт,ТЦ-Мега,4,6.4,25,277
379,2024-09-01 12:24:00,12,Sunday,Центр,Промзона,2,2.3,5,146
380,2024-01-03 02:40:46,2,Wednesday,Аэропорт,Вокзал,4,9.5,35,317
381,2024-06-05 13:10:04,13,Wednesday,Промзона,ТЦ-Мега,2,29.0,76,684
382,2024-09-07 10:22:48,10,Saturday,ТЦ-Мега,Центр,2,7.4,32,321
383,2024-03-08 08:13:46,8,Friday,Центр,ТЦ-Мега,3,1.7,5,132
384,2024-11-15 18:03:38,18,Friday,Центр,Центр,1,34.8,125,995
385,2024-07-13 12:07:35,12,Saturday,Центр,Спальный-Юг,4,9.6,35,305
386,2024-12-05 17:33:17,17,Thursday,Вокзал,Вокзал,3,22.2,82,623
387,2024-02-24 07:31:12,7,Saturday,Спальный-Север,Промзона,4,21.7,85,711
388,2024-01-21 09:35:31,9,Sunday,Спальный-Север,Центр,1,32.0,117,872
389,2024-02-26 17:53:36,17,Monday,Вокзал,Вокзал,3,23.7,52,510
390,2024-08-21 16:18:16,16,Wednesday,Центр,Спальный-Юг,3,16.8,35,401
391,2024-06-09 18:27:47,18,Sunday,Центр,Аэропорт,2,4.9,20,242
392,2024-08-12 10:39:17,10,Monday,Аэропорт,Вокзал,4,30.9,63,849
393,2024-08-21 12:17:53,12,Wednesday,Аэропорт,Вокзал,2,14.1,58,498
394,2024-01-31 17:54:10,17,Wednesday,Университет,Аэропорт,4,4.5,19,214
395,2024-11-09 18:01:55,18,Saturday,Аэропорт,Университет,4,24.3,99,826
396,2024-07-29 07:28:02,7,Monday,Спальный-Север,Промзона,1,3.2,11,161
397,2024-05-07 12:30:22,12,Tuesday,Центр,Центр,2,23.6,83,584
398,2024-08-28 13:54:31,13,Wednesday,Спальный-Север,Промзона,3,30.6,61,740
399,2024-04-24 05:35:41,5,Wednesday,Университет,Университет,1,13.9,56,390
400,2024-08-16 19:20:07,19,Friday,ТЦ-Мега,ТЦ-Мега,1,34.3,131,780
401,2024-01-01 15:52:05,15,Monday,Спальный-Север,Университет,3,27.9,123,859
402,2024-01-28 11:52:14,11,Sunday,Университет,Промзона,4,29.7,80,844
403,2024-12-03 07:14:00,7,Tuesday,Спальный-Юг,Промзона,1,12.6,51,475
404,2024-03-25 05:31:08,5,Monday,Спальный-Юг,Спальный-Север,2,28.9,110,785
405,2024-07-20 07:13:29,7,Saturday,ТЦ-Мега,Центр,1,29.0,67,680
406,2024-08-18 18:29:42,18,Sunday,Центр,Центр,4,21.0,66,686
407,2024-09-04 19:59:32,19,Wednesday,Аэропорт,Аэропорт,1,27.6,118,858
408,2024-11-03 11:38:56,11,Sunday,Спальный-Север,Спальный-Юг,4,11.9,50,393
409,2024-05-30 22:28:51,22,Thursday,Спальный-Юг,Промзона,2,5.5,16,237
410,2024-11-15 08:45:18,8,Friday,Аэропорт,Промзона,1,24.3,104,632
411,2024-10-14 18:30:37,18,Monday,Спальный-Юг,ТЦ-Мега,1,20.4,73,576
412,2024-01-13 14:24:09,14,Saturday,Аэропорт,Спальный-Юг,3,2.8,5,151
413,2024-02-01 07:44:50,7,Thursday,Университет,Вокзал,2,11.0,42,320
414,2024-10-14 18:24:15,18,Monday,Центр,ТЦ-Мега,4,18.4,73,595
415,2024-12-16 12:20:35,12,Monday,Университет,Спальный-Север,3,2.8,11,161
416,2024-10-06 18:47:38,18,Sunday,Университет,Аэропорт,1,7.7,29,265
417,2024-03-29 08:47:32,8,Friday,Спальный-Юг,Аэропорт,2,5.1,10,195
418,2024-05-10 15:00:21,15,Friday,Промзона,Центр,3,16.9,73,456
419,2024-10-20 13:35:22,13,Sunday,Аэропорт,Вокзал,2,3.5,13,186
420,2024-10-01 12:25:05,12,Tuesday,Промзона,Промзона,3,12.9,54,448
421,2024-11-12 08:33:30,8,Tuesday,Центр,Вокзал,3,34.9,140,1141
422,2024-11-24 12:39:58,12,Sunday,Промзона,ТЦ-Мега,1,22.1,97,710
423,2024-10-03 11:46:18,11,Thursday,Университет,Университет,1,1.8,6,147
424,2024-11-29 09:12:20,9,Friday,Центр,Вокзал,2,18.5,81,515
425,2024-04-19 17:55:43,17,Friday,ТЦ-Мега,Вокзал,2,15.4,32,432
426,2024-06-18 04:02:05,4,Tuesday,Вокзал,Спальный-Север,3,3.5,8,167
427,2024-08-18 12:40:25,12,Sunday,Центр,Вокзал,1,15.7,29,452
428,2024-02-07 17:22:59,17,Wednesday,Вокзал,Спальный-Юг,4,18.1,47,535
429,2024-12-04 11:01:30,11,Wednesday,Спальный-Юг,Аэропорт,3,6.3,15,253
430,2024-11-27 17:23:00,17,Wednesday,Центр,ТЦ-Мега,1,19.8,65,492
431,2024-06-25 09:13:26,9,Tuesday,Аэропорт,Спальный-Север,3,31.8,130,787
432,2024-04-02 08:42:51,8,Tuesday,Университет,Вокзал,3,20.3,40,576
433,2024-05-08 17:06:12,17,Wednesday,Аэропорт,Спальный-Север,1,25.7,80,653
434,2024-02-05 09:57:12,9,Monday,Спальный-Юг,Аэропорт,3,11.8,36,386
435,2024-08-07 18:10:00,18,Wednesday,ТЦ-Мега,Спальный-Юг,3,11.6,45,412
436,2024-06-18 07:56:30,7,Tuesday,Вокзал,Аэропорт,1,16.7,46,443
437,2024-03-12 19:57:34,19,Tuesday,Вокзал,Центр,1,7.7,29,299
438,2024-10-23 19:25:49,19,Wednesday,Университет,Аэропорт,3,21.1,90,650
439,2024-10-28 11:46:54,11,Monday,ТЦ-Мега,Промзона,1,10.9,33,352
440,2024-11-10 17:43:10,17,Sunday,Аэропорт,Университет,3,26.7,58,579
441,2024-09-06 05:14:04,5,Friday,Промзона,ТЦ-Мега,4,10.0,24,335
442,2024-01-24 20:02:41,20,Wednesday,Спальный-Юг,Спальный-Юг,2,12.0,44,395
443,2024-07-12 11:23:37,11,Friday,ТЦ-Мега,Спальный-Север,4,23.2,94,686
444,2024-06-25 10:31:50,10,Tuesday,Аэропорт,Университет,2,17.4,60,516
445,2024-09-20 08:41:17,8,Friday,Вокзал,Спальный-Север,4,8.2,19,266
446,2024-02-28 18:30:43,18,Wednesday,ТЦ-Мега,Центр,2,17.3,41,417
447,2024-10-20 05:37:10,5,Sunday,Аэропорт,Центр,2,5.6,18,253
448,2024-04-02 09:33:25,9,Tuesday,Спальный-Юг,Вокзал,2,21.4,71,503
449,2024-08-29 12:55:30,12,Thursday,Аэропорт,Спальный-Юг,2,6.8,27,276
450,2024-06-24 18:59:29,18,Monday,Аэропорт,Вокзал,1,21.3,42,520
451,2024-09-15 08:43:26,8,Sunday,Центр,Вокзал,1,29.1,100,701
452,2024-03-07 13:57:38,13,Thursday,ТЦ-Мега,ТЦ-Мега,3,19.3,35,583
453,2024-12-23 19:33:27,19,Monday,ТЦ-Мега,Промзона,1,8.8,35,345
454,2024-05-10 12:30:49,12,Friday,ТЦ-Мега,Спальный-Юг,2,8.9,37,306
455,2024-01-04 00:36:33,0,Thursday,Промзона,ТЦ-Мега,3,5.0,9,211
456,2024-08-06 07:41:37,7,Tuesday,Промзона,Спальный-Юг,4,9.6,39,334
457,2024-07-30 18:35:50,18,Tuesday,Университет,Спальный-Юг,3,20.0,46,544
458,2024-12-27 15:25:47,15,Friday,Спальный-Север,Университет,2,5.7,24,223
459,2024-09-17 07:25:50,7,Tuesday,Центр,Аэропорт,4,12.5,41,419
460,2024-01-03 22:51:05,22,Wednesday,Вокзал,Вокзал,3,29.0,89,800
461,2024-02-10 08:38:02,8,Saturday,Спальный-Юг,Центр,2,25.6,110,730
462,2024-08-12 16:00:12,16,Monday,Спальный-Север,Центр,2,29.9,129,872
463,2024-12-11 16:02:23,16,Wednesday,Спальный-Юг,ТЦ-Мега,3,9.1,16,256
464,2024-07-26 17:37:12,17,Friday,Вокзал,Спальный-Юг,3,18.6,70,476
465,2024-05-21 10:14:38,10,Tuesday,Центр,Спальный-Юг,2,33.7,102,845
466,2024-02-24 12:35:04,12,Saturday,Спальный-Юг,Спальный-Юг,4,18.1,49,436
467,2024-10-15 22:30:49,22,Tuesday,Университет,Центр,4,9.3,25,334
468,2024-02-04 07:24:40,7,Sunday,Промзона,ТЦ-Мега,3,27.8,67,763
469,2024-01-05 14:44:53,14,Friday,Промзона,Вокзал,2,10.0,26,312
470,2024-06-30 13:13:57,13,Sunday,Спальный-Север,Университет,2,20.5,47,593
471,2024-05-03 08:55:16,8,Friday,Промзона,Аэропорт,1,8.0,19,254
472,2024-02-10 07:43:42,7,Saturday,Центр,Университет,3,17.8,32,530
473,2024-09-09 16:57:56,16,Monday,Спальный-Юг,ТЦ-Мега,2,31.5,131,895
474,2024-03-06 18:03:33,18,Wednesday,Промзона,ТЦ-Мега,2,28.2,87,765
475,2024-03-02 13:44:33,13,Saturday,Спальный-Север,ТЦ-Мега,1,16.6,61,423
476,2024-11-09 10:55:16,10,Saturday,Промзона,Промзона,2,7.4,19,247
477,2024-04-17 13:26:44,13,Wednesday,Университет,Аэропорт,2,26.6,74,674
478,2024-12-17 22:14:52,22,Tuesday,ТЦ-Мега,ТЦ-Мега,2,4.4,11,185
479,2024-03-17 07:30:51,7,Sunday,Промзона,Университет,3,1.3,4,125
480,2024-10-17 09:03:25,9,Thursday,Спальный-Юг,Университет,1,4.4,10,182
481,2024-06-20 12:16:23,12,Thursday,Промзона,Центр,4,13.3,44,455
482,2024-12-13 07:38:12,7,Friday,Спальный-Юг,Промзона,3,20.6,73,604
483,2024-09-06 17:49:47,17,Friday,Университет,Аэропорт,2,16.2,33,460
484,2024-06-21 16:26:40,16,Friday,Вокзал,Аэропорт,3,21.8,63,685
485,2024-06-11 08:41:18,8,Tuesday,Университет,Промзона,4,25.2,87,676
486,2024-04-04 12:54:01,12,Thursday,Вокзал,Спальный-Север,2,5.3,13,203
487,2024-02-18 11:04:59,11,Sunday,ТЦ-Мега,Вокзал,1,30.9,101,681
488,2024-03-20 09:05:41,9,Wednesday,Спальный-Юг,Университет,2,32.7,93,753
489,2024-03-28 07:01:02,7,Thursday,Университет,Университет,3,23.6,97,654
490,2024-03-10 14:44:34,14,Sunday,ТЦ-Мега,Спальный-Юг,3,7.0,24,276
491,2024-04-26 13:51:05,13,Friday,Спальный-Юг,Центр,1,16.0,45,424
492,2024-03-10 14:22:18,14,Sunday,Университет,Спальный-Юг,1,17.0,31,523
493,2024-05-29 18:38:14,18,Wednesday,ТЦ-Мега,ТЦ-Мега,2,28.1,92,674
494,2024-11-26 08:24:53,8,Tuesday,Спальный-Север,Спальный-Юг,3,13.9,35,395
495,2024-09-29 17:51:17,17,Sunday,Спальный-Юг,Вокзал,4,15.0,62,431
496,2024-05-19 16:44:39,16,Sunday,Центр,Аэропорт,1,17.7,47,433
497,2024-03-05 09:45:28,9,Tuesday,Университет,Спальный-Север,3,25.7,62,571
498,2024-09-12 12:23:29,12,Thursday,Аэропорт,Центр,3,24.7,47,510
499,2024-02-06 18:34:30,18,Tuesday,ТЦ-Мега,Центр,1,7.2,30,264
500,2024-12-31 22:15:24,22,Tuesday,Центр,Спальный-Север,4,27.2,81,789
501,2024-02-18 18:33:42,18,Sunday,Спальный-Юг,Промзона,2,34.4,106,959
502,2024-01-22 16:47:59,16,Monday,Спальный-Юг,Спальный-Север,3,19.7,42,515
503,2024-12-07 20:13:07,20,Saturday,Спальный-Юг,Вокзал,4,9.0,27,263
504,2024-01-05 18:02:37,18,Friday,Промзона,Вокзал,2,27.6,85,766
505,2024-02-16 08:43:39,8,Friday,Центр,Центр,3,12.5,55,455
506,2024-12-25 16:34:50,16,Wednesday,Промзона,Университет,2,4.7,15,201
507,2024-07-12 03:22:46,3,Friday,Университет,Спальный-Юг,4,5.6,24,242
508,2024-04-05 08:34:22,8,Friday,Аэропорт,Вокзал,2,12.0,37,422
509,2024-05-14 12:34:23,12,Tuesday,Аэропорт,Центр,3,16.4,64,508
510,2024-05-02 18:20:46,18,Thursday,Спальный-Север,Университет,2,3.2,14,193
511,2024-06-14 16:26:41,16,Friday,Центр,Аэропорт,2,11.9,25,371
512,2024-04-13 19:06:31,19,Saturday,ТЦ-Мега,Университет,3,7.5,14,266
513,2024-04-23 05:38:45,5,Tuesday,Университет,Вокзал,4,3.4,15,178
514,2024-02-01 18:23:35,18,Thursday,Центр,Спальный-Юг,1,26.3,111,854
515,2024-06-04 18:04:13,18,Tuesday,ТЦ-Мега,Спальный-Север,2,33.7,69,887
516,2024-05-07 14:36:40,14,Tuesday,Вокзал,Промзона,4,33.2,110,904
517,2024-08-06 17:56:06,17,Tuesday,Промзона,Аэропорт,4,6.7,15,237
518,2024-06-10 21:35:20,21,Monday,Промзона,Спальный-Север,2,29.7,87,818
519,2024-10-08 11:59:47,11,Tuesday,ТЦ-Мега,Центр,1,9.6,42,342
520,2024-11-01 22:01:33,22,Friday,Спальный-Север,Спальный-Север,3,5.6,24,216
521,2024-12-19 03:52:17,3,Thursday,Аэропорт,Вокзал,1,32.2,102,874
522,2024-03-20 13:08:16,13,Wednesday,Спальный-Юг,Вокзал,4,13.5,46,385
523,2024-04-21 15:46:04,15,Sunday,Вокзал,Спальный-Юг,1,25.6,101,653
524,2024-10-22 18:24:05,18,Tuesday,ТЦ-Мега,ТЦ-Мега,1,27.5,118,758
525,2024-04-26 19:47:41,19,Friday,ТЦ-Мега,Центр,3,29.9,129,906
526,2024-06-12 14:34:36,14,Wednesday,Центр,ТЦ-Мега,4,6.1,19,225
527,2024-10-21 18:32:05,18,Monday,Аэропорт,Промзона,1,8.6,22,281
528,2024-01-26 13:35:25,13,Friday,Аэропорт,Аэропорт,4,9.9,28,318
